lta	4177
cam	4173
iam	4173
igo	4170
vem	4162
opa	4152
lha	4151
bat	4130
rin	4114
agr	4111
mpe	4101
nac	4089
isc	4083
bri	4066
ogr	4056
efi	4047
eus	4044
oje	4044
bem	4043
