num,name,address,latitude,longitude,stands,clase
15,015_CALLE DR MARAÑON,CALLE DR MARAÑON - Aprox. C/ San Juan de Ribera,37.4060415717622,-5.98573370001479,15,2
16,016_CALLE DE MANUEL VILLALOBOS,CALLE DE MANUEL VILLALOBOS - Aprox. C/ Sor Francisca Dorotea,37.4070507994511,-5.98243050581938,20,2
17,017_CALLE DE MADRESELVA,CALLE DE MADRESELVA - Aprox. Ronda de Pio XII,37.4071515555687,-5.97884017277645,20,2
18,018_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ Marqués del Nervión,37.3820754594393,-5.96812112073878,20,2
19,019_PARLAMENTO,PARLAMENTO - Aprox. C/ Don Fadrique,37.4033275365855,-5.98903720634574,20,4
20,020_CALLE SAN JUAN DE RIBERA,CALLE SAN JUAN DE RIBERA - Aprox. C/ Fray Isidoro de Sevilla,37.4048695436522,-5.98653719846193,15,3
21,021_CALLE MANUEL VILLALOBOS,CALLE MANUEL VILLALOBOS - Aprox. C/ Madre San Marcelo,37.4054735478923,-5.98152718123615,20,2
22,022_AVENIDA DE LLANES,AVENIDA DE LLANES - Aprox. Avda de Miraflores,37.4051295489667,-5.97483115755776,20,2
23,023_PARLAMENTO,PARLAMENTO - Aprox. C/ San Juan de Ribera,37.4033375369789,-5.98787920228648,15,4
24,024_CALLE LEÓN XIII,CALLE LEÓN XIII - Aprox. C/ Fray Isidoro de Sevilla,37.4040355410348,-5.98459219116038,15,2
25,025_AVENIDA DE LA CRUZ ROJA,AVENIDA DE LA CRUZ ROJA - Aprox. C/ Albaida,37.4031325387044,-5.98110917842479,20,2
26,026_AVENIDA DE MIRAFLORES,AVENIDA DE MIRAFLORES - Aprox. C/ Manuel Ródenas,37.4024945374132,-5.97767816602457,17,2
27,027_AVENIDA DE LLANES,AVENIDA DE LLANES - Aprox C/ Escultor Francisco Buiza,37.4038775449742,-5.97209014722345,17,2
28,028_CALLE RAFAEL SALGADO,CALLE RAFAEL SALGADO - Aprox. C/ Castillo Alcala de Guadaira,37.3602613692166,-5.97665913806671,18,1
29,029_CARRETERA DE CARMONA,CARRETERA DE CARMONA - Aprox. Avda de Llanes,37.4024635400447,-5.97014513958976,15,1
30,030_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Detrás Estadio Sánchez Pizjuan,37.3826284606424,-5.97085313064008,20,1
31,031_AVENIDA DE MIRAFLORES,AVENIDA DE MIRAFLORES - Aprox. C/ Albaida,37.4005415288516,-5.97978117227726,13,2
32,032_CALLE MUÑOZ LEÓN,CALLE MUÑOZ LEÓN - Aprox. C/ Morera,37.4020195323575,-5.98632319607366,15,4
33,033_CALLE LEÓN XIII,CALLE LEÓN XIII - Aprox. C/ Antonio Pantión,37.4014605310892,-5.98369018651656,15,2
34,034_PLAZA PUMAREJO,PLAZA PUMAREJO - Aprox. Calle San Luis,37.4010275275745,-5.98857820341386,15,2
35,035_ALAMEDA DE HERCULES,ALAMEDA DE HERCULES - Aprox. Calle Peris Mencheta,37.4006825243513,-5.99363022093919,20,4
36,036_CALLE SAN VICENTE,CALLE SAN VICENTE - Aprox. C/ Guadalquivir,37.400500521881,-5.9984032375813,20,3
37,037_ALAMEDA DE HÉRCULES,ALAMEDA DE HÉRCULES - Aprox. C/ Vulcano,37.3987857728247,-5.99318901314001,20,4
38,038_CALLE DE INCA GARCILASO,CALLE DE INCA GARCILASO - Aprox. C/ Juan Antonio de Vizarrón,37.3920814836453,-6.01105127713079,40,4
39,039_PLAZA SAN ANTONIO DE PADUA,PLAZA SAN ANTONIO DE PADUA - Aprox. C/ Marqués de la Mina,37.3978400223044,-5.99850468687796,20,2
40,040_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. Glorieta Alcalde de Parias Merry,37.3563508266917,-5.98645987740392,30,1
41,041_PLAZA CALDERÓN DE LA BARCA,PLAZA CALDERÓN DE LA BARCA - Aprox. C/ Amargura,37.3995825209116,-5.99102921118183,15,2
42,042_PLAZA CRONISTA,PLAZA CRONISTA - Aprox. C/ Divina Pastora,37.3987059174522,-5.9894600168161,15,2
43,043_RONDA CAPUCHINOS,RONDA CAPUCHINOS - Aprox. C/ Maestro Quiroga,37.3991560874354,-5.9827366300255,15,2
44,044_RONDA CAPUCHINOS,RONDA CAPUCHINOS - Aprox. C/ Corinto,37.3983389722949,-5.98164002676374,15,2
45,045_CARRETERA DE CARMONA,CARRETERA DE CARMONA - Aprox. C/ de Francisco de Ariño,37.3999205270767,-5.97781616502751,15,2
46,046_PLAZA DEL PELICANO,PLAZA DEL PELICANO - Aprox. C/ Enladrilladas,37.3975935155907,-5.9838731849345,16,2
47,047_CALLE HINIESTA,CALLE HINIESTA - Aprox. Convento Santa Isabel,37.3971325125933,-5.98703719576843,15,2
48,048_CALLE CHURRUCA,CALLE CHURRUCA - Aprox. C/ Gonzáles Cuadrado,37.3971565112153,-5.99106620991683,15,2
49,049_ALAMEDA DE HERCULES,ALAMEDA DE HERCULES - Aprox. C/ Amor de Dios,37.3968655090074,-5.99392721978722,20,4
50,050_CALLE DE HERNÁN CORTÉS,CALLE DE HERNÁN CORTÉS - Aprox. C/ Eslava,37.3975545107455,-5.99669522989534,17,2
51,051_AVENIDA TORNEO,AVENIDA TORNEO - Aprox. C/ Luis Rey Romero,37.3955195005648,-6.0023212484675,20,4
52,052_CALLE DEL INCA GARCILASO,CALLE DEL INCA GARCILASO - Aprox. C/ Jerónimo de Aguilar,37.3942264924821,-6.01030927575917,40,3
53,053_CALLE REYES CATÓLICOS,CALLE REYES CATÓLICOS - Aprox. C/ Gravina,37.389341476893,-5.99960523538244,17,3
54,054_PLAZA SAN JUAN DE LA PALMA,PLAZA SAN JUAN DE LA PALMA - Aprox. iglesia,37.3952395035696,-5.99105020875803,15,4
55,055_CALLE DE MARIA AUXILIADORA,CALLE DE MARIA AUXILIADORA - Aprox. C/ Gonzalo de Bilbao,37.3933184985689,-5.98376618209862,15,4
56,056_PLAZA JERÓNIMO DE CORDOBA,PLAZA JERONIMO DE CORDOBA- Aprox. C/ Escuelas Pías,37.3930864964444,-5.98703819345455,20,4
57,057_PLAZA CRISTO DE BURGOS,PLAZA CRISTO DE BURGOS - Pza de San Pedro,37.3923186167428,-5.98970518709471,15,3
58,058_CALLE REGINA,CALLE REGINA - Aprox. Pza de la Encarnación,37.3943672227796,-5.99154499304024,19,4
59,059_AVENIDA DE LA PALMERA,AVENIDA DE LA PALMERA - Aprox. Avenida del Líbano,37.3712384084245,-5.98921018846153,18,3
60,060_PLAZA DE LA CONCORDIA,PLAZA DE LA CONCORDIA - Aprox. C/ Teniente Borges,37.393957496312,-5.99689922854279,19,4
61,061_PLAZA DEL MUSEO,PLAZA DEL MUSEO - Aprox. C/ Alfonso XII,37.3928134908504,-5.99934423646437,20,4
62,062_PLAZA DE ARMAS,PLAZA DE ARMAS - Avda Torneo (estación de autobuses),37.3910614824627,-6.00315024881314,39,4
63,063_CALLE SAN PABLO,CALLE SAN PABLO - Aprox. C/ Bailén,37.3904564818945,-5.99810323075327,20,4
64,064_CALLE CUESTA DE ROSARIO,CALLE CUESTA DE ROSARIO - Pza de la Pescadería,37.3898564820548,-5.99112520592274,15,3
65,065_CALLE ALHÓNDIGA,CALLE ALHÓNDIGA - Aprox. Card. Cervantes,37.3912994889083,-5.9881401962808,14,4
66,066_CALLE ARROYO,CALLE ARROYO - Aprox. Avda. José Laguillo,37.3936255004888,-5.98186917562097,20,2
67,067_CALLE LEONARDO DA VINCI,CALLE LEONARDO DA VINCI - Aprox. C/ Albert Einstein,37.4041625332505,-6.00730227091074,20,3
68,068_CALLE JUAN ANTONIO CABESTANY,CALLE JUAN ANTONIO CABESTANY - Aprox. Calle Júpiter,37.3902924878851,-5.97996416701868,15,5
69,069_CALLE JOSE LAGUILLO,CALLE JOSE LAGUILLO - Aprox. Pablo Iglesias,37.3920104953539,-5.9782931621473,20,3
70,070_ESTACIÓN RENFE SANTA JUSTA,ESTACIÓN RENFE SANTA JUSTA,37.3911584928049,-5.97597115351185,40,3
71,071_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. Hotel Occidental,37.3900304888462,-5.97449114767069,18,3
72,072_CALLE AMADOR DE LOS RIOS,CALLE AMADOR DE LOS RIOS - Aprox. C/ Lope de Vega,37.3907124885337,-5.98276817709675,20,1
73,073_PLAZA SAN AGUSTIN,PLAZA SAN AGUSTIN - Aprox. C/ Concepción,37.3895138623143,-5.98436278954562,15,4
74,074_PLAZA PILATOS,PLAZA PILATOS - Aprox. C/ San Esteban,37.3897714832646,-5.9868971910398,15,4
75,075_PLAZA SAN FRANCISCO,PLAZA SAN FRANCISCO - Aprox C/ Hernando Colón,37.3879973777001,-5.99358744663815,20,3
76,076_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Jaen,37.3889394767379,-5.99564622125814,30,3
77,077_PLAZA CHAPINA,PLAZA CHAPINA - Aprox. Hotel Abba Triana,37.3896294751232,-6.00758126354094,20,2
78,078_CALLE ALFARERIA,CALLE ALFARERIA - Aprox. Ronda de Triana,37.388571133163,-6.01028237835076,20,2
79,079_PLAZA DE LAS MERCEDARIAS,PLAZA DE LAS MERCEDARIAS - Aprox. C/ Ibarra,37.3883264774941,-5.98690419023187,10,2
80,080_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ Alberto Duero,37.3876274768589,-5.98102716921146,20,1
81,081_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ Benitos Mas y Prat,37.3871562026713,-5.97101676789466,15,1
82,082_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ Maese Farfán,37.3870984770164,-5.97484314721458,17,1
83,083_AVENIDA LA BUHAIRA,AVENIDA LA BUHAIRA - Aprox. Avda Luis Montoto,37.3869554752685,-5.97805115838455,20,1
84,084_CALLE JOSÉ MARÍA MORENO GALVÁN,CALLE JOSÉ MARÍA MORENO GALVÁN - Aprox. C/ Juan Antonio Cabestany,37.3873504750048,-5.98306817621172,20,2
85,085_PASEO CATALINA RIBERA,PASEO CATALINA RIBERA - Frente a la Diputación Provincial,37.3853514656622,-5.98678518809971,20,3
86,086_CAMINO DE LOS DESCUBRIMIENTOS,CAMINO DE LOS DESCUBRIMIENTOS - Aprox. Pasarela de la Cartuja,37.3970725053093,-6.00630426333797,40,2
87,087_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Tetuan,37.3889664769747,-5.99529422003855,40,3
88,088_CALLE AMERICO VESPUCIO,CALLE AMERICO VESPUCIO - Aprox. C/ Hermanos d'Eluyar,37.409341277138,-6.00633885939022,20,3
89,089_CALLE ADRIANO,CALLE ADRIANO - Aprox. C/ Antonia Díaz,37.3864814661388,-5.99779022736618,18,1
90,090_CALLE ROMA,CALLE ROMA - Aprox. C/ Palos de la Frontera,37.3811984466081,-5.99352820936488,20,3
91,091_CALLE PROCURADOR,CALLE PROCURADOR - Clara de Jesús Monteto,37.3869074642192,-6.00767426230109,20,2
92,092_RONDA DE TRIANA,RONDA DE TRIANA - Aprox. C/ de Manuel Arellano,37.3858384697523,-6.01122037762185,20,2
93,093_RONDA DE TRIANA,RONDA DE TRIANA - Aprox. C/ San Vicente de Paul,37.3831234479342,-6.01087627136233,15,2
94,094_PLAZA DEL ZURRAQUE,PLAZA DEL ZURRAQUE - Aprox. C/ Doc. Jeronimo Pou,37.3833694498627,-6.00829426244025,18,2
95,095_CALLE AMÉRICO VESPUCIO,CALLE AMÉRICO VESPUCIO - Aprox. C/ Juan Bautista Muñoz,37.4121735655798,-6.00633827212039,20,3
96,096_CALLE BETIS,CALLE BETIS - Aprox. C/ Juan de Lugo,37.3835407311529,-5.99991072282225,19,2
97,097_PASEO DE CRISTÓBAL COLÓN,PASEO DE CRISTÓBAL COLÓN - Aprox. Torre del Oro,37.381535447211,-5.99555221666194,20,3
98,098_AVENIDA DE ROMA,AVENIDA DE ROMA - Puerta de Jerez,37.382043350305,-5.99303016926149,30,3
99,099_CALLE AMÉRICO VESPUCIO,CALLE AMÉRICO VESPUCIO - Aprox. Gerencia de Urbanismo de Sevilla,37.3973945050105,-6.01064127874446,40,3
100,100_PASEO CATALINA RIBERA,PASEO CATALINA RIBERA - Aprox. C/ San Fernando,37.3815161483337,-5.98899864813969,20,3
101,101_PRADO DE SAN SEBASTIAN,PRADO DE SAN SEBASTIAN - Estación de autobuses,37.3811156818535,-5.98694975127945,40,3
102,102_CALLE JUAN DE MATA CARRIAZO,CALLE JUAN DE MATA CARRIAZO - Aprox. antigua estación San Bernardo,37.38273945636,-5.98372017583988,20,4
103,103_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ San Bernardo,37.3844324634786,-5.98273817337138,20,1
104,104_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ Fuenteovejuna,37.3841359269244,-5.97967667629653,20,1
105,105_CALLE FRANCISCO MURILLO,CALLE FRANCISCO MURILLO - Aprox. C/ Manuel Siurot,37.3589103623599,-5.98062015118215,19,1
106,106_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ Oscar Carvallo,37.3837974628835,-5.97745415446856,15,1
107,107_CALLE LUIS MORALES,CALLE LUIS MORALES - Aprox. Nervión Plaza,37.3842594665131,-5.97259113767761,30,3
108,108_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. Avda de San Francisco Javier,37.3828525034573,-5.97324949193567,15,3
109,109_AVENIDA SAN FRANCISCO JAVIER,AVENIDA SAN FRANCISCO JAVIER - Aprox. C/ Camilo José Cela,37.3798841360913,-5.97438277001159,15,3
110,110_CIUDAD DE RONDA,Ciudad de Ronda - Aprox. Avda Carlos V,37.3797214442824,-5.9838011743874,20,3
111,111_PZA FARMACÉUTICO MURILLO HERRERA,PZA FARMACÉUTICO MURILLO HERRERA - Aprox. C/ Pajes de Corro,37.3813174443225,-6.00105323584217,20,2
112,112_AVDA ESPERANZA DE TRIANA,AVDA ESPERANZA DE TRIANA - Aprox. Plaza Amadeo Janone,37.3801534384526,-6.00438324685914,20,2
113,113_PLAZA SAN MARTÍN DE PORRES,PLAZA SAN MARTÍN DE PORRES - Aprox. Avda Alvar Núñez,37.38077843919,-6.00917926405435,15,2
114,114_GLORIETA PLUS ULTRA,GLORIETA PLUS ULTRA - Aprox. Estadio Manuel Ruiz de Lopera,37.3563723527257,-5.97926214494525,30,1
115,115_CALLE LOPEZ DE GOMARA,CALLE LOPEZ DE GOMARA - En frente Instituto Adolfo Becker,37.3778924283754,-6.00723725557373,20,2
116,116_CALLE MANUEL SIUROT,CALLE MANUEL SIUROT - Aprox. Hospital Universitario Virgen del Rocio,37.3614303720606,-5.98160315609194,20,1
117,117_AVDA ESPERANZA DE TRIANA,AVDA ESPERANZA DE TRIANA - Aprox. Avda Republica Argentina,37.3778064297288,-6.0026132392931,14,2
118,118_PLAZA DE CUBA,PLAZA DE CUBA - Aprox. Puente de San Telmo,37.3797914162922,-5.99710779642442,20,2
119,119_AVENIDA DE CHILE,AVENIDA DE CHILE - Aprox. Costurero de la Reina,37.377404432033,-5.99196520169099,20,3
120,120_GLORIETA SAN DIEGO,GLORIETA SAN DIEGO - Aprox. C/ Palos de la Frontera,37.3789614413557,-5.98996619559473,15,3
121,121_CALLE DOCTOR PEDRO DE CASTRO,CALLE DOCTOR PEDRO DE CASTRO - Aprox. C/ Doc. Gabriel Sánchez,37.3771584347363,-5.98193516635545,15,3
122,122_CALLE ENRAMADILLA,CALLE ENRAMADILLA - Aprox. C/ Balbino Marrón,37.378484441333,-5.97838915468113,20,3
123,123_ESTADIO OLIMPICO,ESTADIO OLIMPICO,37.4158505800638,-6.005474271334,20,5
124,124_CALLE ENRAMADILLA,CALLE ENRAMADILLA - Aprox. C/ Barrau,37.3777304387441,-5.97724415022871,20,3
125,125_AVENIDA SAN FRANCISCO JAVIER,AVENIDA SAN FRANCISCO JAVIER - Aprox. Avda De Ramón y Cajal,37.3774064383128,-5.97490014181884,15,3
126,126_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. Facultad de Informática,37.3581648588394,-5.98648270871318,25,1
127,127_CALLE VIRGEN DE LA VICTORIA,CALLE VIRGEN DE LA VICTORIA - Aprox. C/ Asunción,37.3776404307786,-5.99794722282048,15,2
128,128_VIRGEN DE LORETO,Virgen de Loreto - Aprox. C/ Arcos,37.3764534250525,-6.00063223155936,18,2
129,129_CALLE VIRGEN DE LUJAN,CALLE VIRGEN DE LUJAN - Aprox. Virgen de la Victoria,37.374668417254,-6.00245523692811,20,2
130,130_GLORIETA REPUBLICA DOMINICANA,GLORIETA REPUBLICA DOMINICANA - Aprox. C/ López de Gomara,37.3757454179548,-6.00524772730203,20,5
131,131_CALLE TABLADILLA,CALLE TABLADILLA - Aprox. C/ Cardenal Ilundaín,37.3647503853737,-5.98145215748501,20,3
132,132_CALLE PAEZ DE RIVERA,CALLE PAEZ DE RIVERA - Aprox. Paseo de la Palmera,37.3636193796288,-5.98478516852571,20,3
133,133_AVENIDA SANTA FE,AVENIDA SANTA FE - Aprox. C/ Virgen de la Oliva,37.3740394141016,-6.00419824268336,20,2
134,134_CALLE VIRGEN DE LUJÁN,CALLE VIRGEN DE LUJÁN - Aprox. C/ Asunción,37.3747704191009,-5.99853622323147,24,2
135,135_CALLE VIRGEN DE LUJÁN,CALLE VIRGEN DE LUJÁN - Aprox. Glorieta las Cigarreras,37.3746514203654,-5.9938012065447,17,2
136,136_CALLE ASUNCIÓN,CALLE ASUNCIÓN - Aprox. C/ Virgen de la Antigua,37.3731194128476,-5.99761021902811,20,2
137,137_AVENIDA DE LA BORBOLLA,AVENIDA DE LA BORBOLLA - Aprox. C/ Porvenir,37.373758419845,-5.98551717695914,20,4
138,138_CALLE RAMÓN CARANDE,CALLE RAMÓN CARANDE - Aprox. C/ San Salvador,37.3743704247098,-5.97893415421584,20,3
139,139_AVENIDA DIEGO MARTINEZ BARRIO,AVENIDA DIEGO MARTINEZ BARRIO - Aprox. Avda Gal Garcia de la Herranz,37.3750752588637,-5.9758631255784,15,2
140,140 NUESTRA SEÑORA DE LAS MERCEDES,140 NUESTRA SEÑORA DE LAS MERCEDES,37.3723704173039,-5.97736214754443,16,2
141,141_CALLE FELIPE II,CALLE FELIPE II - Aprox. C/ Ramón Carande,37.3717334495756,-5.98189535424074,20,2
142,142_CALLE RAMON DE CARRANZA,CALLE RAMON DE CARRANZA - Aprox. C/ Asunción,37.3716514071311,-5.9972122167834,18,2
143,143_CALLE RAMON DE CARRANZA,CALLE RAMON DE CARRANZA - Aprox. C/ Virgen de la Oliva,37.3717244051805,-6.00331223823691,18,5
144,144_AVENIDA DE LA PALMERA,AVENIDA DE LA PALMERA - Aprox. Clinica de Fátima,37.3691263393704,-5.98808039728019,20,4
145,145_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. C/ Profesor García González,37.3602332288612,-5.9863182340509,20,1
146,146_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. C/ Profesor García González,37.3601006264114,-5.9863129748754,20,1
147,147_CARRETERA DE CARMONA,CARRETERA DE CARMONA - Aprox. C/ Maestro Solano,37.4007955315306,-5.97522815645509,15,2
148,148_CALLE THARSIS,CALLE THARSIS - Aprox. C/ Aorno,37.3987676756727,-5.9731823959266,20,1
149,149_CALLE ARROYO,CALLE ARROYO - Aprox. C/ Tena,37.397829929383,-5.97567172039552,20,2
150,150_CALLE SAN JUAN BOSCO,CALLE SAN JUAN BOSCO - Aprox. C/ Arroyo,37.3967485141362,-5.97863416607181,20,2
151,151_CALLE URQUIZA,CALLE URQUIZA - Aprox. C/ Venecia,37.3945444669458,-5.97989719435469,20,2
152,152_CALLE SAMANIEGO,CALLE SAMANIEGO - Aprox. C/ Esperanza de la Trinidad,37.3957905118738,-5.97437315057576,20,2
153,153_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. Escuela de arquitectura,37.3629713764967,-5.98626217333368,27,3
154,154_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. C/ Naranjito de Triana,37.3948365102463,-5.96842612917054,20,1
155,155_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. Avda El Greco,37.392910501714,-5.97073913617197,20,2
156,156_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. C/ Baltasar Gracián,37.3914534110966,-5.97276175509149,20,1
157,157_AVENIDA CARDENAL BUENO MONREAL,AVENIDA CARDENAL BUENO MONREAL - Aprox. Avda Ramón Carande,37.3697994054245,-5.97819472282198,20,2
158,158_AVENIDA CARDENAL BUENO MONREAL,AVENIDA CARDENAL BUENO MONREAL - Aprox. C/ Bogota,37.3688534016955,-5.98161816044223,20,4
159,159_AVENIDA CARDENAL BUENO MONREAL,AVENIDA CARDENAL BUENO MONREAL - Aprox. Avda Manuel Siurot,37.3680453972776,-5.98485417132949,20,4
160,160_PASEO CRISTOBAL COLON,PASEO CRISTOBAL COLON - Aprox. Puente de Triana,37.387178,-6.001376,20,4
161,161_AVENIDA ALCALDE MANUEL DEL VALLE,AVENIDA ALCALDE MANUEL DEL VALLE - Aprox. C/ Baltasar de Alcázar,37.4000005306003,-5.96910313451851,20,2
162,162_AVENIDA SOLEA,AVENIDA SOLEA - Aprox. C/ Media Granaína,37.3915404970811,-5.96846612741093,18,2
163,163_CALLE SINAÍ,CALLE SINAÍ - Aprox. C/ Baltazar Gracián,37.3899544898959,-5.97080213468875,14,1
164,164_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ El Greco,37.387649350924,-5.9656552520457,19,1
165,165_AVENIDA DE ANDALUCIA,AVENIDA DE ANDALUCIA - Aprox. Centro Comercial Los Arcos,37.3876454842981,-5.96095309881845,20,1
166,166_RONDA DEL TAMARGUILLO,RONDA DEL TAMARGUILLO - Aprox. Centro Comercial Los Arcos,37.3885904886972,-5.95924009335759,13,2
167,167_GLORIETA BIZCO AMATE,GLORIETA BIZCO AMATE - Aprox. Avda Ramón y Cajal,37.3733496683224,-5.96493361320333,20,2
168,168_AVENIDA RAMÓN Y CAJAL,AVENIDA RAMÓN Y CAJAL - Aprox. Avda de la Ciudad Jardín,37.3750574316624,-5.96749211447613,18,4
169,169_AVENIDA RAMÓN Y CAJAL,AVENIDA RAMÓN Y CAJAL - Aprox. C/ Villegas Marmolejo,37.3765014355216,-5.97266713346291,20,4
170,170_PLAZA ANTONIO APARICIO HERRERO,PLAZA ANTONIO APARICIO HERRERO - Aprox. C/ San Juan de Dios,37.378966446737,-5.96892312175533,18,2
171,171_CALLE ALFONSO LASO DE LA VEGA,CALLE ALFONSO LASO DE LA VEGA - Aprox. Parroco Antonio González,37.3661463933737,-5.97487013519981,19,2
172,172_RONDA TAMARGUILLO,RONDA TAMARGUILLO - Aprox. Alfonso Laso de la Vega,37.3671723988186,-5.97121112295758,20,2
173,173_RONDA TAMARGUILLO,RONDA TAMARGUILLO - Aprox. Avda de la Paz,37.370048411459,-5.9680641135838,20,2
174,174_RONDA TAMARGUILLO,RONDA TAMARGUILLO - Aprox. Marqués de Pickman,37.3806124563762,-5.96057409342669,20,1
175,175_RONDA TAMARGUILLO,RONDA TAMARGUILLO - Plaza Ruperto Chapí,37.377757444875,-5.96087009281382,20,1
176,176_AVENIDA DE LA CIUDAD JARDÍN,AVENIDA DE LA CIUDAD JARDÍN - Aprox. C/ Profesor Braña,37.3775594419921,-5.96655711264377,20,3
177,177_AVENIDA ALCALDE JUAN FERNÁNDEZ,AVENIDA ALCALDE JUAN FERNÁNDEZ - Aprox. C/ Profesor Buenaventura Pinillos,37.373068423134,-5.9690941189446,17,2
178,178_CALLE JOSÉ SARAMAGO,CALLE JOSÉ SARAMAGO - Aprox. Avda del Alcalde Juan Fernández,37.3733040762628,-5.97391890132113,20,2
179,179_RONDA URBANA NORTE,RONDA URBANA NORTE - Aprox. C/ de Rimas,37.4131631773951,-5.98513122163764,20,1
180,180_CALLE DOCTOR JAIME MARCOS,CALLE DOCTOR JAIME MARCOS - Aprox. Avda. Doc. Fedriani,37.4096495635048,-5.98440119371439,20,2
181,181_RONDA URBANA NORTE,RONDA URBANA NORTE - Aprox. C/ Doctor Fedriani,37.4133515789431,-5.98256818940985,20,2
182,182_CALLE VICTORIA KENT,CALLE VICTORIA KENT - Aprox. Avda Alcalde Manuel del Valle,37.4145965870778,-5.9738811596612,15,1
183,183_ALCALDE MANUEL DEL VALLE,ALCALDE MANUEL DEL VALLE - Aprox. C/ Pino Montano,37.4110175737739,-5.97121914827267,15,1
184,184_AVENIDA ALCALDE MANUEL DEL VALLE,AVENIDA ALCALDE MANUEL DEL VALLE - Aprox. C/ San Juan de la Salle,37.4085245640951,-5.97049314429485,20,1
185,185_AVENIDA ALCALDE MANUEL DEL VALLE,AVENIDA ALCALDE MANUEL DEL VALLE - Aprox. C/ Alejandro Sawa,37.405094315694,-5.96886213516576,20,2
186,186_CALLE ORFEBRE DOMINGUEZ VÁZQUEZ,CALLE ORFEBRE DOMINGUEZ VÁZQUEZ - Aprox. C/ Pino Montano,37.4086045634395,-5.97316115369603,20,2
187,187_CALLE DOCTOR LAFFON,CALLE DOCTOR LAFFON - Aprox. C/ Efeso,37.3954005141029,-5.96404311412632,20,4
188,188_AVENIDA HYTASA,AVENIDA HYTASA - Aprox. C/ Romeral,37.3725604236122,-5.96336209844718,20,2
189,189_AVENIDA HYTASA,AVENIDA HYTASA - Aprox. Nuestra Señora de los Dolores,37.3700534164291,-5.95949608370488,20,4
